Age,BusinessTravel,Department,DistanceFromHome,Education,Gender,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,OverTime,PercentSalaryHike,PerformanceRating,StockOptionLevel,TotalWorkingYears,YearsAtCompany,YearsSinceLastPromotion,Attrition
26,Travel_Rarely,Sales,28,2,Male,2,Sales Executive,2,Married,6272,No,20,4,2,6,5,1,No
24,Travel_Rarely,Research & Development,17,2,Male,1,Laboratory Technician,2,Married,2127,No,21,4,1,1,1,0,No
50,Travel_Frequently,Human Resources,3,3,Male,5,Manager,2,Married,18200,No,11,3,1,32,32,10,No
25,Travel_Rarely,Sales,13,1,Male,1,Sales Representative,3,Married,2096,No,11,3,0,7,7,0,No
24,Travel_Frequently,Research & Development,7,3,Female,1,Laboratory Technician,3,Married,2886,Yes,16,3,1,6,6,1,Yes
30,Travel_Frequently,Sales,12,4,Male,1,Sales Representative,1,Married,2033,No,18,3,1,1,1,0,Yes
34,Travel_Rarely,Research & Development,1,2,Male,1,Research Scientist,4,Married,3622,Yes,13,3,1,6,6,1,No
31,Travel_Rarely,Sales,13,4,Male,2,Sales Executive,1,Divorced,4233,No,17,3,0,9,3,1,Yes
35,Travel_Rarely,Research & Development,25,2,Male,2,Laboratory Technician,4,Single,3681,No,14,3,0,9,3,0,No
31,Travel_Rarely,Sales,6,4,Male,2,Sales Executive,4,Divorced,5460,No,22,4,2,13,7,5,No
27,Travel_Rarely,Research & Development,6,4,Female,1,Research Scientist,3,Divorced,2187,No,12,3,2,6,5,0,No
37,Travel_Rarely,Sales,2,3,Male,2,Sales Executive,3,Married,9602,Yes,11,3,1,17,3,1,No
20,Travel_Rarely,Research & Development,1,3,Female,1,Research Scientist,2,Single,2836,No,13,3,0,1,1,0,No
42,Travel_Rarely,Research & Development,2,4,Female,2,Healthcare Representative,4,Married,4089,No,13,3,2,10,10,2,No
43,Travel_Rarely,Research & Development,6,4,Male,4,Research Director,4,Divorced,16627,Yes,14,3,1,21,1,0,No
38,Travel_Rarely,Research & Development,1,1,Female,1,Research Scientist,1,Single,2619,No,17,3,0,8,0,0,No
43,Travel_Frequently,Research & Development,9,5,Male,2,Laboratory Technician,3,Divorced,5679,Yes,13,3,1,10,8,4,No
48,Travel_Rarely,Research & Development,1,4,Female,4,Manager,1,Married,15402,No,11,3,1,21,3,0,No
44,Travel_Rarely,Human Resources,1,4,Female,2,Human Resources,3,Single,5985,No,11,3,0,10,2,0,No
34,Travel_Rarely,Sales,14,3,Female,1,Sales Representative,3,Divorced,2579,Yes,18,3,2,8,8,0,No
27,Travel_Rarely,Sales,2,1,Male,1,Sales Representative,1,Divorced,3041,No,11,3,1,5,4,0,Yes
21,Travel_Rarely,Sales,22,1,Male,1,Sales Representative,3,Single,3447,No,11,3,0,3,3,1,No
44,Travel_Rarely,Research & Development,3,4,Male,5,Manager,4,Married,19513,Yes,12,3,1,26,2,0,No
22,Travel_Rarely,Research & Development,6,1,Male,1,Research Scientist,3,Married,2773,No,20,4,0,3,2,2,No
33,Travel_Rarely,Sales,8,4,Male,2,Sales Executive,3,Divorced,7104,No,12,3,0,6,5,1,No
32,Travel_Rarely,Research & Development,9,4,Female,2,Research Scientist,4,Married,6322,Yes,12,3,1,6,6,0,No
30,Travel_Frequently,Research & Development,3,3,Female,1,Research Scientist,3,Divorced,2083,No,20,4,1,1,1,0,No
53,Travel_Rarely,Sales,1,1,Female,2,Sales Executive,1,Single,8381,No,20,4,0,18,14,8,No
34,Travel_Rarely,Research & Development,1,5,Male,1,Research Scientist,4,Married,2691,No,12,3,1,10,10,8,No
45,Travel_Frequently,Sales,26,4,Female,2,Sales Executive,1,Married,4286,No,14,3,2,5,1,0,Yes
26,Travel_Rarely,Research & Development,6,3,Female,1,Laboratory Technician,4,Married,2659,Yes,13,3,1,3,3,0,No
37,Travel_Rarely,Research & Development,3,3,Male,3,Manufacturing Director,3,Married,9434,No,15,3,1,10,10,7,No
29,Travel_Rarely,Sales,3,2,Female,2,Sales Executive,3,Married,5561,No,14,3,1,6,6,1,No
35,Travel_Rarely,Research & Development,6,4,Male,2,Research Scientist,4,Single,6646,No,13,3,0,17,17,11,No
33,Travel_Frequently,Research & Development,6,3,Male,2,Healthcare Representative,4,Divorced,7725,No,23,4,1,15,13,4,No
54,Travel_Rarely,Human Resources,19,4,Male,3,Human Resources,2,Married,10725,No,15,3,1,16,9,7,No
36,Travel_Rarely,Research & Development,9,2,Male,2,Manufacturing Director,2,Divorced,8847,Yes,11,3,1,13,3,0,No
27,Travel_Rarely,Research & Development,3,4,Male,1,Research Scientist,4,Single,2045,No,13,3,0,5,4,1,No
20,Travel_Rarely,Research & Development,10,1,Male,1,Research Scientist,3,Single,1009,Yes,11,3,0,1,1,1,Yes
33,Travel_Frequently,Research & Development,3,3,Male,1,Research Scientist,1,Single,3348,Yes,11,3,0,10,10,9,Yes
35,Non-Travel,Research & Development,3,3,Male,1,Laboratory Technician,3,Married,1281,No,18,3,2,1,1,0,No
23,Travel_Rarely,Research & Development,4,3,Male,1,Research Scientist,1,Married,2819,No,16,3,1,5,3,0,No
25,Travel_Rarely,Sales,8,3,Male,2,Sales Executive,2,Married,4851,No,22,4,1,4,3,1,No
38,Travel_Rarely,Sales,7,4,Female,2,Sales Executive,4,Single,4028,No,20,4,0,8,7,0,No
29,Travel_Frequently,Research & Development,1,4,Male,1,Research Scientist,4,Divorced,2720,No,18,3,1,10,10,2,No
48,Travel_Rarely,Sales,2,1,Male,2,Sales Executive,2,Married,8120,No,12,3,0,12,2,2,No
27,Travel_Frequently,Sales,3,1,Female,2,Sales Executive,4,Divorced,4647,Yes,20,4,2,6,6,0,No
37,Travel_Rarely,Research & Development,10,2,Male,1,Research Scientist,4,Single,4680,No,17,3,0,4,1,0,No
50,Travel_Rarely,Research & Development,28,1,Male,1,Laboratory Technician,3,Married,3221,Yes,11,3,3,20,20,3,No
34,Travel_Rarely,Research & Development,9,3,Female,3,Healthcare Representative,2,Single,8621,No,14,3,0,9,8,7,No
24,Travel_Rarely,Sales,3,2,Female,2,Sales Executive,3,Single,4577,No,14,3,0,4,2,2,Yes
39,Travel_Rarely,Research & Development,2,4,Female,2,Healthcare Representative,3,Single,4553,No,11,3,0,20,20,11,No
32,Travel_Rarely,Sales,10,3,Male,2,Sales Executive,4,Single,5396,No,12,3,0,10,10,0,No
50,Travel_Frequently,Sales,8,2,Male,2,Sales Executive,3,Married,6796,Yes,14,3,1,18,4,1,Yes
38,Travel_Rarely,Research & Development,1,4,Female,2,Healthcare Representative,4,Single,7625,No,13,3,0,10,9,1,No
27,Travel_Rarely,Research & Development,1,2,Female,3,Manufacturing Director,1,Married,7412,No,11,3,0,9,9,0,No
32,Travel_Rarely,Research & Development,3,2,Female,3,Research Director,4,Single,11159,No,15,3,0,10,7,7,No
47,Travel_Rarely,Sales,14,4,Male,2,Sales Executive,1,Single,4960,No,12,3,0,20,7,1,No
40,Travel_Frequently,Sales,5,4,Male,3,Sales Executive,1,Married,10475,Yes,21,4,1,20,18,1,No
53,Travel_Rarely,Research & Development,7,3,Male,4,Research Director,3,Married,14814,No,19,3,0,32,5,1,No
41,Travel_Rarely,Human Resources,10,4,Male,5,Manager,4,Divorced,19141,No,15,3,3,23,21,12,No
60,Travel_Rarely,Sales,16,4,Male,2,Sales Executive,1,Single,5405,No,14,3,0,10,2,2,No
27,Travel_Frequently,Research & Development,10,2,Male,3,Manufacturing Director,1,Divorced,8793,No,21,4,2,9,9,1,No
41,Travel_Rarely,Human Resources,1,3,Male,5,Manager,3,Married,19189,No,12,3,1,22,22,2,No
50,Travel_Rarely,Sales,8,4,Male,1,Sales Representative,2,Married,3875,No,15,3,1,4,2,2,No
28,Travel_Rarely,Research & Development,1,2,Female,1,Research Scientist,2,Single,2216,Yes,13,3,0,10,7,3,Yes
36,Non-Travel,Research & Development,8,3,Female,3,Research Director,1,Married,11713,No,14,3,1,10,8,0,No
38,Travel_Rarely,Research & Development,1,3,Female,3,Manufacturing Director,3,Single,7861,Yes,14,3,0,10,1,0,No
44,Non-Travel,Research & Development,24,3,Male,1,Laboratory Technician,3,Single,3708,No,14,3,0,9,5,1,No
47,Travel_Frequently,Sales,3,3,Female,4,Sales Executive,3,Divorced,13770,Yes,12,3,2,28,22,11,No
30,Travel_Rarely,Sales,27,5,Male,2,Sales Executive,4,Divorced,5304,No,23,4,1,10,8,7,No
29,Travel_Rarely,Sales,10,3,Male,1,Sales Representative,3,Single,2642,No,11,3,0,1,1,0,No
42,Travel_Frequently,Research & Development,19,3,Male,1,Research Scientist,3,Divorced,2759,Yes,12,3,0,7,2,2,Yes
43,Travel_Frequently,Sales,15,3,Male,2,Sales Executive,4,Married,6804,No,18,3,1,7,2,2,No
34,Travel_Rarely,Research & Development,8,2,Female,2,Healthcare Representative,3,Single,6142,No,11,3,0,10,5,4,No
23,Travel_Rarely,Research & Development,9,1,Male,1,Laboratory Technician,1,Married,2500,No,14,3,1,5,4,0,No
39,Travel_Rarely,Human Resources,3,3,Female,2,Human Resources,2,Married,6389,No,15,3,1,12,8,3,No
56,Travel_Rarely,Research & Development,9,3,Male,4,Healthcare Representative,4,Married,11103,No,11,3,0,30,10,1,No
40,Travel_Rarely,Research & Development,2,1,Female,1,Research Scientist,4,Single,2342,Yes,20,4,0,5,4,2,No
27,Travel_Rarely,Research & Development,7,3,Female,2,Healthcare Representative,1,Single,6811,No,19,3,0,9,7,0,No
29,Travel_Rarely,Sales,10,3,Male,1,Sales Representative,2,Divorced,2297,No,14,3,2,2,2,2,No
53,Travel_Rarely,Research & Development,6,3,Male,2,Laboratory Technician,4,Single,2450,No,17,3,0,19,2,2,No
35,Non-Travel,Research & Development,2,4,Female,2,Healthcare Representative,1,Divorced,5093,No,11,3,1,16,1,0,No
32,Travel_Frequently,Research & Development,24,4,Male,2,Laboratory Technician,4,Married,5309,No,15,3,2,10,10,4,No
38,Travel_Rarely,Research & Development,2,5,Male,1,Research Scientist,3,Married,3057,Yes,13,3,1,6,1,0,No
34,Travel_Rarely,Research & Development,8,5,Female,2,Manufacturing Director,1,Divorced,5121,No,14,3,1,7,0,0,No
52,Travel_Rarely,Sales,3,4,Male,4,Manager,1,Married,16856,No,11,3,0,34,34,1,No
33,Travel_Rarely,Research & Development,1,4,Male,1,Research Scientist,4,Single,2686,Yes,13,3,0,10,10,7,Yes
25,Travel_Rarely,Sales,26,1,Female,2,Sales Executive,4,Single,6180,No,23,4,0,6,6,1,No
45,Travel_Rarely,Sales,2,2,Male,2,Sales Representative,3,Single,6632,No,13,3,0,9,8,3,No
23,Travel_Rarely,Research & Development,10,1,Male,1,Research Scientist,3,Single,3505,No,18,3,0,2,2,0,No
47,Travel_Frequently,Sales,27,2,Female,2,Sales Executive,3,Single,6397,Yes,12,3,0,8,5,1,Yes
34,Travel_Rarely,Sales,2,3,Male,2,Sales Executive,4,Single,6274,No,22,4,0,6,6,1,No
55,Travel_Rarely,Research & Development,2,3,Male,5,Manager,1,Married,19859,Yes,13,3,1,24,5,1,Yes
36,Non-Travel,Sales,8,4,Male,3,Sales Executive,1,Single,7587,No,15,3,0,10,10,0,No
52,Non-Travel,Research & Development,19,4,Male,1,Research Scientist,4,Married,4258,No,18,3,1,5,4,1,No
26,Travel_Frequently,Research & Development,1,2,Female,1,Laboratory Technician,4,Divorced,4364,No,14,3,1,5,2,2,No
29,Travel_Rarely,Research & Development,27,3,Female,2,Healthcare Representative,3,Married,4335,No,12,3,1,11,8,1,No
26,Travel_Rarely,Sales,8,3,Male,2,Sales Executive,1,Single,5326,No,17,3,0,6,4,1,Yes
34,Travel_Rarely,Research & Development,1,4,Female,1,Research Scientist,4,Single,3280,No,16,3,0,10,4,1,No
54,Travel_Rarely,Research & Development,19,4,Female,2,Manufacturing Director,1,Divorced,5485,Yes,11,3,2,9,5,1,No
27,Travel_Frequently,Sales,8,1,Male,2,Sales Executive,4,Married,4342,No,19,3,1,5,4,1,No
37,Travel_Rarely,Research & Development,10,1,Female,1,Research Scientist,1,Divorced,2782,Yes,13,3,2,6,5,4,No
38,Travel_Frequently,Research & Development,2,4,Female,2,Manufacturing Director,1,Single,5980,Yes,12,3,0,17,15,4,No
34,Travel_Rarely,Research & Development,2,4,Female,1,Research Scientist,1,Single,4381,No,11,3,0,6,6,1,No
35,Travel_Rarely,Sales,8,4,Female,1,Sales Representative,4,Married,2572,No,16,3,1,3,3,0,No
30,Travel_Rarely,Research & Development,1,3,Male,1,Laboratory Technician,3,Married,3833,No,21,4,2,7,2,0,No
40,Travel_Frequently,Research & Development,2,2,Female,2,Healthcare Representative,2,Married,4244,No,24,4,1,8,8,3,No
34,Travel_Rarely,Sales,8,2,Female,2,Sales Executive,1,Married,6500,No,17,3,1,6,3,1,No
42,Travel_Frequently,Research & Development,8,3,Male,5,Manager,4,Divorced,18430,No,13,3,1,24,24,14,No
23,Travel_Rarely,Research & Development,6,3,Male,1,Laboratory Technician,1,Married,1601,Yes,21,4,2,1,0,0,Yes
24,Non-Travel,Research & Development,9,3,Male,1,Laboratory Technician,2,Divorced,2694,No,11,3,3,1,1,0,No
52,Travel_Rarely,Research & Development,11,4,Female,2,Laboratory Technician,3,Married,3149,No,20,4,1,9,5,1,No
50,Travel_Rarely,Research & Development,2,3,Male,4,Research Director,3,Married,17639,No,16,3,0,30,4,0,No
29,Travel_Rarely,Research & Development,1,2,Female,1,Laboratory Technician,1,Married,2319,Yes,11,3,1,1,1,0,Yes
33,Travel_Rarely,Research & Development,7,3,Male,3,Research Director,3,Married,11691,No,11,3,0,14,13,3,No
33,Travel_Rarely,Sales,16,3,Female,2,Sales Executive,1,Single,5324,No,15,3,0,6,3,0,Yes
47,Travel_Rarely,Research & Development,2,2,Female,4,Manager,4,Married,16752,Yes,11,3,1,26,26,3,No
36,Travel_Rarely,Research & Development,1,3,Female,2,Manufacturing Director,2,Married,5228,No,15,3,1,10,9,0,No
29,Travel_Rarely,Research & Development,23,2,Male,1,Research Scientist,3,Married,2700,No,24,4,1,10,10,0,No
58,Travel_Rarely,Research & Development,2,4,Male,5,Research Director,2,Single,19246,Yes,12,3,0,40,31,13,Yes
35,Travel_Rarely,Research & Development,1,4,Female,1,Research Scientist,3,Single,2506,No,13,3,0,7,2,2,No
42,Travel_Rarely,Research & Development,1,2,Female,2,Manufacturing Director,4,Married,6062,Yes,13,3,1,8,4,0,No
28,Travel_Rarely,Research & Development,2,4,Male,1,Research Scientist,3,Single,4382,No,17,3,0,5,2,2,Yes
36,Travel_Rarely,Human Resources,13,3,Male,1,Human Resources,2,Married,2143,No,13,3,1,8,5,0,No
32,Travel_Rarely,Research & Development,4,3,Female,2,Manufacturing Director,3,Married,6162,No,12,3,1,14,14,6,No
40,Travel_Frequently,Research & Development,16,4,Male,2,Laboratory Technician,3,Single,5094,No,14,3,0,10,1,0,No
30,Travel_Rarely,Research & Development,2,3,Female,2,Manufacturing Director,4,Single,6877,Yes,24,4,0,12,0,0,No
45,Travel_Rarely,Research & Development,2,3,Female,1,Research Scientist,3,Single,2274,No,14,3,0,1,1,0,No
42,Travel_Rarely,Research & Development,29,3,Male,2,Manufacturing Director,2,Married,4434,No,13,3,1,10,9,7,No
38,Travel_Frequently,Research & Development,12,3,Male,2,Healthcare Representative,1,Divorced,6288,No,15,3,1,13,4,1,No
34,Travel_Frequently,Research & Development,16,4,Female,1,Research Scientist,4,Single,2553,No,16,3,0,6,5,1,No
49,Travel_Rarely,Sales,11,3,Female,3,Sales Executive,4,Married,7654,No,18,3,2,9,9,7,Yes
55,Travel_Rarely,Sales,2,1,Male,2,Sales Executive,4,Single,5160,No,16,3,0,12,9,7,Yes
43,Travel_Rarely,Research & Development,14,2,Male,4,Research Director,1,Married,17159,No,24,4,1,22,4,1,No
27,Travel_Rarely,Research & Development,5,1,Male,3,Research Director,4,Divorced,12808,Yes,16,3,1,9,9,0,No
35,Travel_Rarely,Research & Development,7,3,Male,3,Manufacturing Director,3,Single,10221,No,21,4,0,17,8,1,No
28,Travel_Rarely,Sales,2,4,Female,2,Sales Executive,2,Married,4779,Yes,20,4,0,8,8,7,No
34,Travel_Rarely,Human Resources,3,2,Male,1,Human Resources,4,Married,3737,No,19,3,1,4,3,0,No
26,Travel_Frequently,Research & Development,5,2,Female,1,Research Scientist,3,Married,2366,Yes,14,3,1,8,8,1,Yes
27,Non-Travel,Research & Development,3,3,Male,1,Research Scientist,4,Married,1706,No,11,3,3,0,0,0,No
51,Travel_Rarely,Sales,26,4,Female,4,Manager,3,Married,16307,No,14,3,1,29,20,4,No
44,Travel_Rarely,Research & Development,4,3,Male,2,Healthcare Representative,2,Single,5933,No,12,3,0,10,5,2,No
25,Travel_Rarely,Research & Development,2,1,Male,1,Research Scientist,1,Single,3424,No,13,3,0,6,4,0,No
33,Travel_Rarely,Sales,1,3,Male,2,Sales Executive,1,Divorced,4037,No,22,4,1,9,9,0,No
35,Travel_Rarely,Research & Development,27,1,Female,1,Research Scientist,1,Single,2559,No,11,3,0,6,6,1,No
36,Travel_Rarely,Sales,1,2,Male,2,Sales Executive,4,Married,6201,Yes,14,3,1,18,18,4,No
32,Travel_Rarely,Sales,13,4,Male,2,Sales Executive,4,Divorced,4403,No,11,3,1,8,5,0,No
30,Travel_Frequently,Research & Development,5,4,Male,1,Research Scientist,4,Divorced,3761,No,12,3,1,10,5,0,No
53,Travel_Rarely,Sales,7,2,Female,3,Sales Executive,4,Married,10934,Yes,18,3,1,35,5,0,No
45,Travel_Rarely,Sales,9,3,Male,3,Sales Executive,1,Divorced,10761,Yes,12,3,1,18,5,0,No
32,Travel_Rarely,Research & Development,8,2,Female,2,Research Scientist,3,Married,5175,No,12,3,1,9,5,1,No
52,Travel_Frequently,Research & Development,25,4,Female,4,Manufacturing Director,4,Married,13826,No,22,4,0,31,9,0,No
37,Travel_Rarely,Sales,16,4,Male,2,Sales Executive,3,Divorced,6334,No,19,3,2,9,1,0,No
28,Travel_Rarely,Human Resources,8,2,Male,1,Human Resources,4,Divorced,4936,No,13,3,1,6,5,0,No
22,Travel_Rarely,Research & Development,1,2,Male,2,Manufacturing Director,4,Married,4775,No,22,4,2,4,2,2,No
44,Travel_Rarely,Research & Development,8,4,Male,1,Laboratory Technician,4,Married,2818,Yes,24,4,1,10,3,0,No
42,Travel_Frequently,Research & Development,2,1,Male,1,Research Scientist,4,Single,2515,Yes,14,3,0,8,2,2,No
36,Travel_Rarely,Human Resources,8,3,Male,1,Human Resources,1,Married,2342,No,21,4,0,6,5,0,No
25,Travel_Rarely,Sales,3,1,Male,2,Sales Executive,1,Married,4194,Yes,18,3,0,5,5,0,No
35,Travel_Rarely,Research & Development,9,3,Female,3,Manufacturing Director,3,Married,10685,Yes,20,4,1,17,17,5,No
35,Travel_Frequently,Research & Development,25,4,Female,1,Research Scientist,2,Divorced,2022,Yes,19,3,1,10,10,7,Yes
32,Non-Travel,Research & Development,1,3,Male,1,Laboratory Technician,4,Divorced,2314,No,12,3,1,4,3,0,No
25,Travel_Rarely,Sales,4,1,Male,2,Sales Executive,1,Married,4256,No,12,3,0,5,5,0,No
49,Travel_Rarely,Research & Development,1,3,Female,1,Research Scientist,1,Married,3580,No,16,3,1,7,4,0,No
24,Non-Travel,Research & Development,4,1,Male,1,Laboratory Technician,4,Married,3162,No,17,3,0,6,5,3,No
32,Travel_Frequently,Sales,5,2,Male,2,Sales Executive,2,Married,6524,No,14,3,1,10,10,5,No
38,Travel_Rarely,Sales,9,3,Male,1,Sales Representative,2,Married,2899,No,19,3,1,3,2,1,No
42,Travel_Rarely,Research & Development,3,3,Female,2,Laboratory Technician,4,Married,5231,Yes,13,3,1,17,5,1,No
31,Travel_Rarely,Research & Development,11,4,Male,1,Research Scientist,4,Married,2356,Yes,19,3,1,8,6,0,No
29,Travel_Rarely,Sales,1,3,Female,1,Sales Representative,3,Divorced,2800,Yes,19,3,3,5,3,0,Yes
53,Travel_Rarely,Sales,8,3,Male,4,Sales Executive,4,Married,11836,No,14,3,1,28,2,2,No
35,Travel_Rarely,Research & Development,25,3,Male,3,Manufacturing Director,2,Married,10903,No,16,3,0,16,13,4,No
37,Travel_Frequently,Sales,21,2,Female,1,Sales Representative,4,Married,2973,No,15,3,1,10,5,0,No
53,Travel_Rarely,Research & Development,23,4,Female,4,Research Director,4,Single,14275,No,18,3,0,33,12,3,No
43,Travel_Frequently,Research & Development,1,3,Female,2,Healthcare Representative,4,Married,5562,No,13,3,1,12,5,2,No
47,Travel_Rarely,Sales,2,2,Female,2,Sales Executive,4,Married,4537,Yes,22,4,1,8,7,7,No
37,Non-Travel,Sales,19,2,Male,3,Sales Executive,2,Single,7642,Yes,13,3,0,10,10,0,No
50,Non-Travel,Research & Development,2,4,Male,4,Manager,1,Divorced,17924,No,11,3,1,31,31,14,No
39,Travel_Rarely,Human Resources,2,3,Female,2,Human Resources,4,Married,5204,No,11,3,2,13,5,0,No
33,Travel_Rarely,Human Resources,3,2,Male,1,Human Resources,2,Divorced,2277,Yes,11,3,1,7,4,0,No
32,Travel_Rarely,Research & Development,25,4,Male,1,Laboratory Technician,4,Single,2795,Yes,24,4,0,1,1,0,Yes
29,Travel_Rarely,Research & Development,7,1,Female,1,Laboratory Technician,4,Divorced,2532,No,14,3,3,8,4,0,No
44,Travel_Rarely,Research & Development,9,2,Male,1,Research Scientist,1,Married,2559,Yes,13,3,0,8,8,7,No
28,Travel_Rarely,Sales,5,4,Male,2,Sales Executive,4,Single,4908,No,14,3,0,4,4,0,No
58,Travel_Frequently,Research & Development,2,1,Male,1,Laboratory Technician,4,Divorced,2380,Yes,14,3,1,3,1,0,Yes
43,Travel_Rarely,Research & Development,8,3,Female,2,Manufacturing Director,2,Divorced,4765,No,21,4,1,4,1,0,No
20,Travel_Rarely,Sales,2,3,Female,1,Sales Representative,3,Single,2044,No,13,3,0,2,2,0,Yes
21,Travel_Rarely,Research & Development,18,1,Female,1,Research Scientist,4,Single,2693,No,19,3,0,1,1,0,Yes
36,Travel_Rarely,Research & Development,14,1,Male,2,Healthcare Representative,4,Married,6586,Yes,17,3,1,17,16,4,No
47,Travel_Rarely,Sales,2,4,Female,1,Sales Representative,4,Single,3294,Yes,18,3,0,3,3,1,No
22,Travel_Rarely,Research & Development,3,1,Female,2,Manufacturing Director,3,Married,4171,Yes,19,3,1,4,3,0,Yes
41,Travel_Rarely,Research & Development,2,4,Female,1,Laboratory Technician,4,Divorced,2778,Yes,13,3,1,10,7,1,Yes
28,Travel_Rarely,Research & Development,9,3,Female,1,Research Scientist,3,Divorced,2377,No,18,3,1,6,2,2,No
39,Travel_Rarely,Research & Development,6,3,Male,1,Laboratory Technician,1,Married,2404,Yes,21,4,0,8,2,2,Yes
27,Travel_Rarely,Research & Development,4,3,Female,1,Research Scientist,3,Single,2318,No,19,3,0,1,1,0,No
34,Travel_Rarely,Research & Development,10,3,Male,1,Laboratory Technician,2,Divorced,2008,No,14,3,2,1,1,1,No
42,Travel_Rarely,Sales,14,2,Female,2,Sales Executive,3,Single,6244,No,17,3,0,10,5,0,No
33,Travel_Rarely,Research & Development,1,4,Male,1,Research Scientist,1,Single,2799,Yes,11,3,0,6,3,0,No
58,Travel_Rarely,Research & Development,5,3,Female,3,Healthcare Representative,2,Divorced,10552,Yes,13,3,1,24,6,0,No
31,Travel_Rarely,Sales,7,4,Male,1,Sales Representative,3,Married,2329,No,15,3,0,13,7,5,No
35,Travel_Rarely,Research & Development,21,1,Female,2,Healthcare Representative,4,Married,4014,Yes,25,4,1,10,10,0,No
49,Travel_Rarely,Research & Development,8,2,Female,3,Laboratory Technician,2,Married,7403,No,11,3,1,29,26,1,No
48,Travel_Rarely,Research & Development,20,4,Male,1,Research Scientist,3,Married,2259,No,17,3,2,13,0,0,No
31,Non-Travel,Sales,20,2,Female,2,Sales Executive,3,Married,6932,No,13,3,1,9,9,0,No
36,Travel_Rarely,Research & Development,7,4,Male,1,Research Scientist,4,Single,4678,No,18,3,0,8,6,0,No
38,Travel_Rarely,Research & Development,1,3,Female,3,Research Director,1,Married,13582,No,13,3,1,15,15,5,No
32,Non-Travel,Research & Development,1,3,Female,1,Laboratory Technician,2,Married,2332,No,20,4,0,5,3,0,No
25,Travel_Rarely,Sales,19,2,Male,1,Sales Representative,2,Married,2413,Yes,18,3,3,1,1,0,Yes
40,Travel_Rarely,Sales,10,4,Male,3,Sales Executive,2,Divorced,9705,No,12,3,1,11,1,0,No
26,Travel_Frequently,Sales,1,3,Male,2,Sales Executive,1,Single,4294,No,12,3,0,7,7,0,No
41,Travel_Rarely,Research & Development,6,3,Male,1,Laboratory Technician,1,Single,4721,Yes,13,3,0,20,18,2,No
36,Travel_Rarely,Research & Development,2,4,Male,1,Laboratory Technician,3,Single,2519,No,21,4,0,16,11,3,No
19,Travel_Rarely,Sales,21,3,Male,1,Sales Representative,2,Single,2121,Yes,13,3,0,1,1,0,Yes
20,Travel_Rarely,Research & Development,4,3,Male,1,Laboratory Technician,1,Single,2973,No,19,3,0,1,1,0,Yes
31,Travel_Rarely,Research & Development,12,3,Female,2,Healthcare Representative,4,Married,5855,Yes,11,3,2,10,9,8,No
40,Travel_Frequently,Research & Development,9,4,Male,1,Research Scientist,2,Divorced,3617,Yes,14,3,1,3,1,0,No
32,Travel_Rarely,Research & Development,3,4,Female,2,Manufacturing Director,1,Married,6725,No,12,3,1,8,8,6,No
36,Travel_Rarely,Sales,3,1,Male,3,Sales Executive,4,Married,10325,Yes,11,3,1,16,16,3,Yes
33,Travel_Rarely,Research & Development,1,3,Female,2,Healthcare Representative,4,Single,6949,No,14,3,0,6,5,1,No
37,Travel_Rarely,Sales,1,4,Male,3,Sales Executive,3,Married,10609,No,11,3,0,17,14,11,Yes
45,Non-Travel,Research & Development,4,2,Male,2,Laboratory Technician,2,Married,4447,No,12,3,0,9,9,0,No
29,Travel_Frequently,Sales,20,3,Female,1,Sales Representative,4,Married,2157,No,15,3,1,3,3,0,No
35,Travel_Rarely,Sales,18,3,Female,2,Sales Executive,3,Married,4601,No,16,3,0,5,5,1,No
52,Travel_Rarely,Research & Development,1,2,Male,4,Manager,4,Married,17099,No,15,3,1,26,9,7,No
58,Travel_Rarely,Research & Development,2,3,Male,1,Research Scientist,3,Single,2479,No,24,4,0,7,1,0,Yes
53,Travel_Rarely,Sales,2,2,Male,4,Manager,3,Divorced,14852,No,13,3,1,22,17,15,No
30,Travel_Rarely,Sales,8,2,Male,3,Sales Executive,3,Divorced,7264,No,11,3,1,10,8,7,No
38,Non-Travel,Sales,10,3,Female,2,Sales Executive,4,Single,5666,Yes,13,3,0,6,5,1,No
35,Travel_Rarely,Sales,3,4,Male,3,Sales Executive,4,Divorced,7823,No,13,3,1,12,10,0,No
39,Travel_Rarely,Sales,2,5,Male,3,Sales Executive,3,Single,7880,No,18,3,0,9,8,0,No
40,Non-Travel,Sales,24,3,Female,4,Sales Executive,2,Single,13194,Yes,16,3,0,22,1,0,Yes
47,Travel_Frequently,Research & Development,16,4,Male,2,Manufacturing Director,3,Divorced,5067,Yes,19,3,0,20,19,2,No
36,Non-Travel,Sales,8,4,Male,2,Sales Executive,4,Divorced,5079,No,13,3,2,12,7,0,No
31,Non-Travel,Research & Development,9,2,Male,1,Research Scientist,1,Single,2321,Yes,22,4,0,4,3,1,Yes
33,Non-Travel,Sales,17,3,Male,4,Manager,3,Single,17444,No,11,3,0,10,10,6,No
29,Travel_Rarely,Research & Development,10,3,Female,1,Research Scientist,1,Single,2404,Yes,20,4,0,3,0,0,Yes
33,Travel_Rarely,Research & Development,13,1,Female,1,Research Scientist,4,Single,3452,No,18,3,0,5,3,0,No
45,Travel_Rarely,Research & Development,1,4,Female,1,Laboratory Technician,4,Divorced,2270,No,14,3,2,8,5,0,No
